Date,Sender,Recipient,Place of Dispatch,Place of Destination,Dispatch_GeoNames,Destination_GeoNames,link,Dispatch_Lat,Dispatch_Lon,Destination_Lat,Destination_Lon,Distance_km
18. März [1802],Caroline von Schelling,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/717?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
[Mai 1802],Caroline von Schelling,August Wilhelm von Schlegel,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/718?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
[Mai 1802],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/719?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
[Mai 1802],Caroline von Schelling,August Wilhelm von Schlegel,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/720?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
3. Juni [1802],Caroline von Schelling,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/721?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Freitag, 18. Juni 1802",Caroline von Schelling,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/722?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
[ca. Ende Juni 1802],Caroline von Schelling,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/723?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
21. Juni [1802],Caroline von Schelling,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/724?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Montag,  5. Juli 1802",Caroline von Schelling,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/725?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
[September 1802],Caroline von Schelling,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/726?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Freitag, 15. Januar 1790",August von Honstedt,August Wilhelm von Schlegel,Madras,Göttingen,,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/858?left=text&query_id=6773ee556fe85,44.6334544,-121.129487,51.53443,9.93228,8360.291864004079
"Montag,  9. August 1790",August Wilhelm von Schlegel,Johann Carl Fürchtegott Schlegel,Göttingen,Braunschweig,https://www.geonames.org/2918632,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/859?left=text&query_id=6773ee556fe85,51.53443,9.93228,52.26594,10.52673,91.09682189221905
"Mittwoch,  6. April 1791",Gottlieb Cruse,August Wilhelm von Schlegel,Braunschweig,Hannover,https://www.geonames.org/2945024,https://www.geonames.org/2910831,https://briefe-der-romantik.de/letters/view/860?left=text&query_id=6773ee556fe85,52.26594,10.52673,52.37052,9.73322,55.34630735793835
"Samstag, 21. Mai 1791",August Wilhelm von Schlegel,Christian Gottlob Heyne,Amsterdam,Göttingen,https://www.geonames.org/2759794,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/861?left=text&query_id=6773ee556fe85,52.37403,4.88969,51.53443,9.93228,358.95008577875365
"Samstag,  2. Juli 1791",August Wilhelm von Schlegel,Christian Gottlob Heyne,Amsterdam,Göttingen,https://www.geonames.org/2759794,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/862?left=text&query_id=6773ee556fe85,52.37403,4.88969,51.53443,9.93228,358.95008577875365
"Sonntag,  4. September 1791",Caroline Rehberg,August Wilhelm von Schlegel,Hannover,Amsterdam,https://www.geonames.org/2910831,https://www.geonames.org/2759794,https://briefe-der-romantik.de/letters/view/863?left=text&query_id=6773ee556fe85,52.37052,9.73322,52.37403,4.88969,329.81623839344724
"Montag,  5. September 1791",August Wilhelm von Schlegel,Christian Gottlob Heyne,Hamstede/Haamstede,Göttingen,,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/864?left=text&query_id=6773ee556fe85,51.6974872,3.7433719,51.53443,9.93228,428.924377470738
"Samstag, 29. Juni 1793",August Wilhelm von Schlegel,Christian Gottlob Heyne,Amsterdam,Göttingen,https://www.geonames.org/2759794,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/865?left=text&query_id=6773ee556fe85,52.37403,4.88969,51.53443,9.93228,358.95008577875365
"Donnerstag, 18. Juni 1795 bis Montag, 22. Juni 1795",Karl August Moritz Schlegel,August Wilhelm von Schlegel,"Harburg, Elbe",Amsterdam,https://www.geonames.org/2910685,https://www.geonames.org/2759794,https://briefe-der-romantik.de/letters/view/867?left=text&query_id=6773ee556fe85,53.46057,9.98388,52.37403,4.88969,363.27279852884766
"Samstag, 10. Oktober 1795",Christian Gottlob Heyne,August Wilhelm von Schlegel,Göttingen,Braunschweig,https://www.geonames.org/2918632,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/868?left=text&query_id=6773ee556fe85,51.53443,9.93228,52.26594,10.52673,91.09682189221905
"Montag,  9. November 1795",August Wilhelm von Schlegel,Wilhelm Gottlieb Becker,Braunschweig,Dresden,https://www.geonames.org/2945024,https://www.geonames.org/2935022,https://briefe-der-romantik.de/letters/view/869?left=text&query_id=6773ee556fe85,52.26594,10.52673,51.05089,13.73832,260.09185677206244
"Freitag, 27. November 1795",Christian Gottfried Schütz,August Wilhelm von Schlegel,Jena,Braunschweig,https://www.geonames.org/2895044,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/870?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.26594,10.52673,166.0084473860382
"Donnerstag, 28. April 1796",August Wilhelm von Schlegel,Georg Joachim Göschen,Dresden,Leipzig,https://www.geonames.org/2935022,https://www.geonames.org/2879139,https://briefe-der-romantik.de/letters/view/871?left=text&query_id=6773ee556fe85,51.05089,13.73832,51.33962,12.37129,100.81150948667288
"Montag, 20. Juni 1796",August Wilhelm von Schlegel,Johann Friedrich Reichardt,Jena,Giebichenstein,https://www.geonames.org/2895044,https://www.geonames.org/2920649,https://briefe-der-romantik.de/letters/view/872?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.50047,11.96067,68.67557506056583
"Donnerstag, 23. Juni 1796",Johann Friedrich Reichardt,August Wilhelm von Schlegel,Giebichenstein,Jena,https://www.geonames.org/2920649,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/873?left=text&query_id=6773ee556fe85,51.50047,11.96067,50.92878,11.5899,68.67557506056583
"Freitag, 24. Juni 1796",August Wilhelm von Schlegel,Georg Joachim Göschen,Jena,Leipzig,https://www.geonames.org/2895044,https://www.geonames.org/2879139,https://briefe-der-romantik.de/letters/view/874?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.33962,12.37129,71.27644163130402
"Mittwoch, 27. Juli 1796",Carl August Böttiger,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/876?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Samstag,  6. August 1796",August Wilhelm von Schlegel,Carl August Böttiger,Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/877?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.9803,11.32903,19.205499834259964
"Mittwoch, 10. August 1796",Carl August Böttiger,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/878?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Donnerstag, 15. September 1796",Johann Friedrich Reichardt,August Wilhelm von Schlegel,Giebichenstein,Jena,https://www.geonames.org/2920649,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/879?left=text&query_id=6773ee556fe85,51.50047,11.96067,50.92878,11.5899,68.67557506056583
"Mittwoch, 12. Oktober 1796",Wilhelm Gottlieb Becker,August Wilhelm von Schlegel,Dresden,Jena,https://www.geonames.org/2935022,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/880?left=text&query_id=6773ee556fe85,51.05089,13.73832,50.92878,11.5899,151.45201225793235
"Montag,  7. November 1796",August Wilhelm von Schlegel,Georg Joachim Göschen,Jena,Leipzig,https://www.geonames.org/2895044,https://www.geonames.org/2879139,https://briefe-der-romantik.de/letters/view/881?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.33962,12.37129,71.27644163130402
"Sonntag, 13. November 1796",Johann Carl Fürchtegott Schlegel,August Wilhelm von Schlegel,Hannover,Jena,https://www.geonames.org/2910831,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/882?left=text&query_id=6773ee556fe85,52.37052,9.73322,50.92878,11.5899,205.52108382186836
"Mittwoch, 23. November 1796",Carl August Böttiger,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/883?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Freitag, 25. November 1796",August Wilhelm von Schlegel,Georg Joachim Göschen,Jena,Leipzig,https://www.geonames.org/2895044,https://www.geonames.org/2879139,https://briefe-der-romantik.de/letters/view/884?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.33962,12.37129,71.27644163130402
"Dienstag, 27. Dezember 1796",August Wilhelm von Schlegel,Johann Daniel Falk,Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/886?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.9803,11.32903,19.205499834259964
"Mittwoch,  4. Januar 1797",Carl August Böttiger,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/887?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Samstag,  7. Januar 1797",Carl August Böttiger,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/888?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Mittwoch, 18. Januar 1797",Carl August Böttiger,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/889?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Sonntag, 29. Januar 1797",Carl August Böttiger,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/890?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
31. Januar [1797],August Wilhelm von Schlegel,Carl August Böttiger,Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/891?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.9803,11.32903,19.205499834259964
"Freitag,  3. Februar 1797",August Wilhelm von Schlegel,Georg Joachim Göschen,Jena,Leipzig,https://www.geonames.org/2895044,https://www.geonames.org/2879139,https://briefe-der-romantik.de/letters/view/892?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.33962,12.37129,71.27644163130402
"Mittwoch, 22. Februar 1797",Carl August Böttiger,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/894?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Freitag, 24. Februar 1797",August Wilhelm von Schlegel,Johann Daniel Falk,Jena,Halle (Saale),https://www.geonames.org/2895044,https://www.geonames.org/2911522,https://briefe-der-romantik.de/letters/view/895?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.48158,11.97947,67.25699977489322
"Mittwoch,  1. März 1797",Carl August Böttiger,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/896?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Donnerstag, 23. März 1797",August Wilhelm von Schlegel,Carl August Böttiger,Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/897?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.9803,11.32903,19.205499834259964
"Sonntag, 14. Mai 1797",August Wilhelm von Schlegel,Wilhelm Gottlieb Becker,Pillnitz,Dresden,https://www.geonames.org/2853707,https://www.geonames.org/2935022,https://briefe-der-romantik.de/letters/view/898?left=text&query_id=6773ee556fe85,51.0073,13.87565,51.05089,13.73832,10.785830744920295
"Montag, 22. Mai 1797",August Wilhelm von Schlegel,Christoph Martin Wieland,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/899?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Montag, 22. Mai 1797",August Wilhelm von Schlegel,Christian Gottlob Heyne,Jena,Göttingen,https://www.geonames.org/2895044,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/900?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.53443,9.93228,133.95526552615266
"Donnerstag, 25. Mai 1797","Christian Gottlob von Voigt, der Ältere",August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/901?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Sonntag, 17. September 1797",Carl August Böttiger,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/903?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Samstag, 28. Oktober 1797",Carl August Böttiger,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/904?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Sonntag,  5. November 1797",August Wilhelm von Schlegel,Carl August Böttiger,Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/906?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.9803,11.32903,19.205499834259964
"Mittwoch,  8. November 1797",Carl August Böttiger,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/907?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Freitag, 17. November 1797",Karl August von Hardenberg,August Wilhelm von Schlegel,Ansbach,Jena,,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/908?left=text&query_id=6773ee556fe85,49.28887445,10.55976933809508,50.92878,11.5899,196.72551095055923
[Anfang Dezember 1797],Christian Gottfried Schütz,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/909?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Montag, 25. Dezember 1797",Christian Gottfried Schütz,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/910?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Samstag, 13. Januar 1798",August Wilhelm von Schlegel,Christian Gottlob Heyne,Jena,Göttingen,https://www.geonames.org/2895044,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/911?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.53443,9.93228,133.95526552615266
12. April [1798],Johann Daniel Falk,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/912?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
